design,s,threads,rep,wall_ns,collect_ns,count_ns,insert_ns,latch_ns,ok
chained,1.5,16,3,389150817,0,0,389150817,0,1
chained,1.5,16,4,385593796,0,0,385593796,0,1
ch-mutex,1.5,16,0,122628056,4434389,0,118196892,1382318737,1
ch-mutex,1.5,16,1,122040859,4459248,0,117590907,1391656852,1
ch-mutex,1.5,16,2,122309528,4441014,0,117861379,1363571439,1
ch-mutex,1.5,16,3,121960272,4441999,0,117520146,1373741021,1
ch-mutex,1.5,16,4,122764559,4458615,0,118295553,1386157338,1
ch-spin,1.5,16,0,129688811,4427118,0,125241955,851476679,1
ch-spin,1.5,16,1,152581396,4439255,0,148175207,1084529872,1
ch-spin,1.5,16,2,144055433,4435077,0,139652441,1042568217,1
ch-spin,1.5,16,3,131998911,4441330,0,127578600,974101723,1
ch-spin,1.5,16,4,128598099,4480011,0,124156131,911066036,1
unchained,1.5,24,0,125782920,6494358,392012,118896550,0,1
unchained,1.5,24,1,125542467,6573738,381182,118587547,0,1
unchained,1.5,24,2,125581410,6538877,374454,118668079,0,1
unchained,1.5,24,3,126117225,6534409,381372,119201444,0,1
unchained,1.5,24,4,125531780,6529564,377980,118624236,0,1
chained,1.5,24,0,399954363,0,0,399954363,0,1
chained,1.5,24,1,388829127,0,0,388829127,0,1
chained,1.5,24,2,399493373,0,0,399493373,0,1
chained,1.5,24,3,393582808,0,0,393582808,0,1
chained,1.5,24,4,405599213,0,0,405599213,0,1
ch-mutex,1.5,24,0,122098797,3025418,0,119052362,2284260615,1
ch-mutex,1.5,24,1,122832221,2985980,0,119772650,2319307518,1
ch-mutex,1.5,24,2,121736175,3004135,0,118698162,2287530611,1
ch-mutex,1.5,24,3,121530156,3004856,0,118473683,2302571278,1
ch-mutex,1.5,24,4,122361642,3008480,0,119307109,2309727311,1
ch-spin,1.5,24,0,130755340,2965466,0,127794377,1598098087,1
ch-spin,1.5,24,1,166568790,2984613,0,163617556,2184495107,1
ch-spin,1.5,24,2,136937447,3003736,0,133973343,1669413134,1
ch-spin,1.5,24,3,136838711,2961136,0,133867185,1672164847,1
ch-spin,1.5,24,4,126853647,2980085,0,123892526,1542455237,1
unchained,1.5,32,0,125298647,6476037,427776,118394834,0,1
unchained,1.5,32,1,124723757,6525536,414623,117783598,0,1
unchained,1.5,32,2,125257627,6527665,420345,118309617,0,1
unchained,1.5,32,3,124753154,6459515,418595,117875044,0,1
unchained,1.5,32,4,124036401,6548011,420834,117067556,0,1
chained,1.5,32,0,394536925,0,0,394536925,0,1
chained,1.5,32,1,404268143,0,0,404268143,0,1
chained,1.5,32,2,401668728,0,0,401668728,0,1
chained,1.5,32,3,394277510,0,0,394277510,0,1
chained,1.5,32,4,402026818,0,0,402026818,0,1
ch-mutex,1.5,32,0,122914881,2280977,0,120583605,3225785885,1
ch-mutex,1.5,32,1,122479294,2285734,0,120168891,3195128998,1
ch-mutex,1.5,32,2,122054293,2304519,0,119751662,3223022712,1
ch-mutex,1.5,32,3,121561350,2311997,0,119226621,3185759080,1
ch-mutex,1.5,32,4,122608653,2279302,0,120270062,3198873196,1
ch-spin,1.5,32,0,124489349,2241374,0,122164998,2102351207,1
ch-spin,1.5,32,1,122636664,2254917,0,120296925,2072162522,1
ch-spin,1.5,32,2,131117336,2254293,0,128827679,2279729409,1
ch-spin,1.5,32,3,147658887,2254937,0,145347724,2640170535,1
ch-spin,1.5,32,4,135466643,2234524,0,133154260,2344611865,1
unchained,1.5,48,0,125804157,7083548,484947,118235662,0,1
unchained,1.5,48,1,123462470,5944152,455983,117062335,0,1
unchained,1.5,48,2,123725477,5909509,475188,117340780,0,1
unchained,1.5,48,3,124925491,5957938,453980,118513573,0,1
unchained,1.5,48,4,124760659,5952528,463905,118344226,0,1
chained,1.5,48,0,407229050,0,0,407229050,0,1
chained,1.5,48,1,406046461,0,0,406046461,0,1
chained,1.5,48,2,419798142,0,0,419798142,0,1
chained,1.5,48,3,399806205,0,0,399806205,0,1
chained,1.5,48,4,401466865,0,0,401466865,0,1
ch-mutex,1.5,48,0,124451154,1565741,0,122804551,5114686602,1
ch-mutex,1.5,48,1,123536099,1542712,0,121926166,5018236376,1
ch-mutex,1.5,48,2,123957802,1557885,0,122351403,5068596958,1
ch-mutex,1.5,48,3,123288073,1550573,0,121638767,5126523864,1
ch-mutex,1.5,48,4,123601218,1542358,0,122021076,5095965010,1
ch-spin,1.5,48,0,122453546,1537438,0,120893597,3366899636,1
ch-spin,1.5,48,1,124289789,1519125,0,122749711,3369542870,1
ch-spin,1.5,48,2,126166276,1551309,0,124634778,3334678346,1
ch-spin,1.5,48,3,145597955,1533887,0,144064493,3851290053,1
ch-spin,1.5,48,4,150720999,1515804,0,149169300,3862072536,1
unchained,1.5,64,0,122837227,5916177,518521,116402529,0,1
unchained,1.5,64,1,123421549,5533107,503750,117384692,0,1
unchained,1.5,64,2,122520071,5504496,506379,116509196,0,1
unchained,1.5,64,3,127541682,7946189,499340,119096153,0,1
unchained,1.5,64,4,125825314,8466700,493706,116864908,0,1
chained,1.5,64,0,408842800,0,0,408842800,0,1
chained,1.5,64,1,406622608,0,0,406622608,0,1
chained,1.5,64,2,405516731,0,0,405516731,0,1
chained,1.5,64,3,406386952,0,0,406386952,0,1
chained,1.5,64,4,407126510,0,0,407126510,0,1
ch-mutex,1.5,64,0,124650136,1203005,0,123360965,6647272494,1
ch-mutex,1.5,64,1,124909367,1199946,0,123646275,6716126488,1
ch-mutex,1.5,64,2,125608391,1180525,0,124263765,6612267568,1
ch-mutex,1.5,64,3,125066822,1177227,0,123777728,6724320679,1
ch-mutex,1.5,64,4,125169200,1210127,0,123849585,6797629943,1
ch-spin,1.5,64,0,128251872,1158799,0,126940791,4518176638,1
ch-spin,1.5,64,1,148162928,1156688,0,146976061,5096595768,1
ch-spin,1.5,64,2,141249618,1179144,0,140086543,5147889428,1
ch-spin,1.5,64,3,145161385,1158331,0,143831522,5309495039,1
ch-spin,1.5,64,4,150157635,1165322,0,148880505,5916338274,1
unchained,1.5,96,0,321313878,201326402,612096,119375380,0,1
unchained,1.5,96,1,125664054,7329978,603828,117730248,0,1
unchained,1.5,96,2,122545772,5584126,606772,116354874,0,1
unchained,1.5,96,3,123507409,6101396,605783,116800230,0,1
unchained,1.5,96,4,124287560,7226657,594631,116466272,0,1
chained,1.5,96,0,632643274,0,0,632643274,0,1
chained,1.5,96,1,387115254,0,0,387115254,0,1
chained,1.5,96,2,391125643,0,0,391125643,0,1
chained,1.5,96,3,542786403,0,0,542786403,0,1
chained,1.5,96,4,394648048,0,0,394648048,0,1
ch-mutex,1.5,96,0,186170764,851020,0,181578093,14676148461,1
ch-mutex,1.5,96,1,132513882,846777,0,130922357,11025437297,1
ch-mutex,1.5,96,2,130746456,834821,0,129753977,11067605280,1
ch-mutex,1.5,96,3,136471528,870423,0,135532213,11414355049,1
ch-mutex,1.5,96,4,137312816,839047,0,134997789,11070246328,1
ch-spin,1.5,96,0,128836941,831843,0,127903753,9386207072,1
ch-spin,1.5,96,1,128001112,825324,0,126848192,8721311155,1
ch-spin,1.5,96,2,178555206,832956,0,176025311,12551951905,1
ch-spin,1.5,96,3,168077048,864958,0,166214961,11137635080,1
ch-spin,1.5,96,4,421170384,833327,0,419774491,24270411543,1
