unit	probe_cost_verdict	probe_cost_median_a_us	probe_cost_median_b_us	probe_cost_delta_us	probe_cost_delta_pct	probe_cost_band_pct	probe_cost_reason	projection_cost_verdict	projection_cost_median_a_us	projection_cost_median_b_us	projection_cost_delta_us	projection_cost_delta_pct	projection_cost_band_pct	projection_cost_reason	dispatch_a_us	dispatch_b_us	lookup_a_us	lookup_b_us	probe_total_a_us	probe_total_b_us	wall_a_us	wall_b_us
tpcds__catalog_returns_cr_returned_date_sk__date_dim_d_date_sk__filtered__T96__tiera	LOSS	20247	23213	2966	14.649	3.000		TIE	23983	23292	-691	-2.881	3.056		3	257	20245	22956	44360	46604	22000	23000
tpcds__catalog_returns_cr_returning_addr_sk__customer_address_ca_address_sk__T16__tiera	WIN	71732	46325	-25407	-35.419	3.000		LOSS	234357	285196	50839	21.693	3.000		1	347	71732	45999	306244	331394	43000	53000
tpcds__catalog_returns_cr_returning_addr_sk__customer_address_ca_address_sk__T96__tiera	WIN	89417	64537	-24880	-27.825	3.000		LOSS	299224	332862	33638	11.242	5.911		4	481	89411	64068	388641	400457	32000	33000
tpcds__catalog_sales_cs_bill_addr_sk__customer_address_ca_address_sk__T16__tiera	WIN	683814	453103	-230711	-33.739	3.000		LOSS	2236335	2677469	441134	19.726	3.000		18	2532	683789	450540	2920493	3130612	294000	319000
tpcds__catalog_sales_cs_bill_addr_sk__customer_address_ca_address_sk__T96__tiera	WIN	792678	681034	-111644	-14.084	3.000		LOSS	2903751	3128840	225089	7.752	3.000		132	3485	792552	677571	3699796	3809874	86000	88000
tpcds__catalog_sales_cs_bill_cdemo_sk__customer_demographics_cd_demo_sk__T16__tiera	WIN	679686	567862	-111824	-16.452	3.000		LOSS	2937365	3923254	985889	33.564	3.000		2	2470	679685	565418	3615850	4493899	342000	412000
tpcds__catalog_sales_cs_bill_cdemo_sk__customer_demographics_cd_demo_sk__T96__tiera	WIN	1159784	908064	-251720	-21.704	3.000		LOSS	4236461	4772428	535967	12.651	3.000		102	3239	1159682	904811	5380988	5676932	109000	112000
tpcds__catalog_sales_cs_bill_customer_sk__customer_c_customer_sk__T16__tiera	WIN	555695	432584	-123111	-22.154	3.000		LOSS	3223055	4326932	1103877	34.249	3.000		25	2324	555659	430154	3778750	4756797	355000	429000
tpcds__catalog_sales_cs_bill_customer_sk__customer_c_customer_sk__T96__tiera	WIN	836256	747155	-89101	-10.655	3.000		LOSS	4330096	5059113	729017	16.836	3.000		95	3410	836166	743870	5165268	5809163	109000	116000
tpcds__catalog_sales_cs_bill_customer_sk__store_returns_sr_customer_sk__T16__tiera	NO-VERDICT						harness voided: jbmt unit status OVER_BUDGET: arm baseline warmup 0 took 206.0s > unit-time-budget 30.0s; unit skipped before any timed run	NO-VERDICT						harness voided: jbmt unit status OVER_BUDGET: arm baseline warmup 0 took 206.0s > unit-time-budget 30.0s; unit skipped before any timed run	0	0	0	0	0	0		
tpcds__catalog_sales_cs_bill_customer_sk__store_returns_sr_customer_sk__T96__tiera	NO-VERDICT						harness voided: jbmt unit status OVER_BUDGET: arm baseline warmup 0 took 63.6s > unit-time-budget 30.0s; unit skipped before any timed run	NO-VERDICT						harness voided: jbmt unit status OVER_BUDGET: arm baseline warmup 0 took 63.6s > unit-time-budget 30.0s; unit skipped before any timed run	0	0	0	0	0	0		
tpcds__catalog_sales_cs_bill_hdemo_sk__household_demographics_hd_demo_sk__T16__tiera	LOSS	603504	649266	45762	7.583	3.000		LOSS	794639	835265	40626	5.113	3.000		2	2215	603503	647048	1398110	1482427	178000	190000
tpcds__catalog_sales_cs_bill_hdemo_sk__household_demographics_hd_demo_sk__T96__tiera	LOSS	671058	706205	35147	5.238	3.000		WIN	1190878	1148871	-42007	-3.527	3.000		157	3035	670938	703148	1859996	1850856	59000	61000
tpcds__catalog_sales_cs_call_center_sk__call_center_cc_call_center_sk__T16__tiera	LOSS	254264	262258	7994	3.144	3.000		TIE	1155356	1165267	9911	0.858	3.000		1	2362	254264	259968	1409617	1428068	186000	195000
tpcds__catalog_sales_cs_call_center_sk__call_center_cc_call_center_sk__T96__tiera	TIE	333135	340724	7589	2.278	3.000		WIN	1911572	1800657	-110915	-5.802	3.000		258	3337	332879	337380	2243008	2136413	66000	66000
tpcds__catalog_sales_cs_catalog_page_sk__catalog_page_cp_catalog_page_sk__T16__tiera	LOSS	413537	434158	20621	4.986	3.000		TIE	549878	557418	7540	1.371	3.000		21	2185	413511	431973	965137	992033	142000	151000
tpcds__catalog_sales_cs_catalog_page_sk__catalog_page_cp_catalog_page_sk__T96__tiera	LOSS	491617	510197	18580	3.779	3.000		WIN	959599	893338	-66261	-6.905	3.000		388	3191	491304	507006	1447257	1403380	53000	54000
tpcds__catalog_sales_cs_item_sk__catalog_returns_cr_item_sk__composite__T16__tiera	WIN	964163	803607	-160556	-16.652	3.000		WIN	48832	46947	-1885	-3.860	3.000		5	1301	964158	802254	1012883	850474	125000	204000
tpcds__catalog_sales_cs_item_sk__catalog_returns_cr_item_sk__composite__T96__tiera	WIN	1981331	1786053	-195278	-9.856	3.000		LOSS	96506	117368	20862	21.617	3.000		15	1663	1981326	1784266	2078162	1903464	83000	90000
tpcds__catalog_sales_cs_item_sk__item_i_item_sk__T16__tiera	TIE	342303	341719	-584	-0.171	3.000		LOSS	831749	946532	114783	13.800	3.000		15	2081	342291	339563	1174095	1287812	177000	194000
tpcds__catalog_sales_cs_item_sk__item_i_item_sk__T96__tiera	LOSS	405765	434214	28449	7.011	3.000		WIN	1673792	1574680	-99112	-5.921	3.000		199	3038	405520	431185	2079008	2008894	68000	69000
tpcds__catalog_sales_cs_item_sk__item_i_item_sk__filtered__T16__tiera	LOSS	126106	154843	28737	22.788	3.000		LOSS	124449	138869	14420	11.587	3.000		12	1512	126068	153325	250522	293595	70000	81000
tpcds__catalog_sales_cs_item_sk__item_i_item_sk__filtered__T96__tiera	LOSS	161039	182080	21041	13.066	3.000		WIN	229140	217899	-11241	-4.906	3.000		112	2483	160951	179690	391285	399856	39000	41000
tpcds__catalog_sales_cs_item_sk__store_returns_sr_item_sk__T16__tiera	LOSS	369539	433929	64390	17.424	3.000		TIE	85515755	85803673	287918	0.337	3.000		18	4311	369533	429532	85886108	86237452	15176000	15261000
tpcds__catalog_sales_cs_item_sk__store_returns_sr_item_sk__T96__tiera	LOSS	553035	820333	267298	48.333	4.730		TIE	140558122	139977550	-580572	-0.413	3.000		578	6771	552471	813399	141121263	140804715	3712000	3702000
tpcds__catalog_sales_cs_promo_sk__promotion_p_promo_sk__T16__tiera	LOSS	259841	282439	22598	8.697	3.000		TIE	929605	950753	21148	2.275	3.000		9	1855	259815	280583	1189446	1232126	165000	176000
tpcds__catalog_sales_cs_promo_sk__promotion_p_promo_sk__T96__tiera	TIE	313753	316856	3103	0.989	3.000		TIE	1177444	1184414	6970	0.592	3.000		123	2849	313644	314007	1489103	1505400	54000	55000
tpcds__catalog_sales_cs_ship_addr_sk__customer_address_ca_address_sk__T16__tiera	WIN	682799	450399	-232400	-34.036	3.000		LOSS	2217966	2704033	486067	21.915	3.000		20	2481	682790	448072	2902328	3152655	295000	319000
tpcds__catalog_sales_cs_ship_addr_sk__customer_address_ca_address_sk__T96__tiera	WIN	804907	687783	-117124	-14.551	3.023		LOSS	2907307	3120570	213263	7.335	3.000		140	3594	804741	684129	3692988	3805727	85000	88000
tpcds__catalog_sales_cs_ship_customer_sk__customer_c_customer_sk__T16__tiera	WIN	559295	435166	-124129	-22.194	3.000		LOSS	3246119	4395946	1149827	35.422	3.000		14	2414	559292	432816	3806126	4835687	358000	435000
tpcds__catalog_sales_cs_ship_customer_sk__customer_c_customer_sk__T96__tiera	WIN	851262	740428	-110834	-13.020	3.000		LOSS	4334555	5093643	759088	17.512	3.000		86	3441	851176	737071	5164388	5828491	109000	116000
tpcds__catalog_sales_cs_ship_date_sk__date_dim_d_date_sk__T16__tiera	TIE	461811	394234	-67577	-14.633	17.811		TIE	654564	663117	8553	1.307	3.000		0	2043	461796	392261	1115928	1057351	150000	153000
tpcds__catalog_sales_cs_ship_date_sk__date_dim_d_date_sk__T96__tiera	WIN	616741	498813	-117928	-19.121	9.208		TIE	884789	911570	26781	3.027	3.822		8	2583	616701	496281	1510662	1417352	55000	55000
tpcds__catalog_sales_cs_ship_date_sk__date_dim_d_date_sk__filtered__T16__tiera	LOSS	171057	208342	37285	21.797	3.000		TIE	165173	169377	4204	2.545	3.000		12	1704	171057	206635	336463	377805	73000	83000
tpcds__catalog_sales_cs_ship_date_sk__date_dim_d_date_sk__filtered__T96__tiera	LOSS	196855	233378	36523	18.553	3.000		TIE	249314	245392	-3922	-1.573	3.000		9	2205	196843	231173	443622	477630	37000	39000
tpcds__catalog_sales_cs_ship_mode_sk__ship_mode_sm_ship_mode_sk__T16__tiera	LOSS	253262	262047	8785	3.469	3.000		TIE	769889	764683	-5206	-0.676	3.000		18	2011	253235	259986	1022861	1028022	159000	167000
tpcds__catalog_sales_cs_ship_mode_sk__ship_mode_sm_ship_mode_sk__T96__tiera	LOSS	326697	340663	13966	4.275	3.000		WIN	1653077	1391465	-261612	-15.826	3.000		396	3263	326164	337480	1978969	1731895	62000	60000
tpcds__catalog_sales_cs_sold_date_sk__date_dim_d_date_sk__T16__tiera	WIN	456288	403117	-53171	-11.653	6.325		TIE	671021	681226	10205	1.521	3.000		3	2349	456269	400708	1127319	1085771	155000	161000
tpcds__catalog_sales_cs_sold_date_sk__date_dim_d_date_sk__T96__tiera	TIE	545943	526822	-19121	-3.502	5.922		TIE	945350	955609	10259	1.085	3.000		129	3138	545818	523612	1488540	1479825	55000	57000
tpcds__catalog_sales_cs_sold_date_sk__date_dim_d_date_sk__filtered__T16__tiera	LOSS	140849	179439	38590	27.398	3.000		LOSS	170028	176324	6296	3.703	3.000		13	1793	140823	177632	310649	356719	75000	86000
tpcds__catalog_sales_cs_sold_date_sk__date_dim_d_date_sk__filtered__T96__tiera	LOSS	168718	203715	34997	20.743	4.119		TIE	254061	251775	-2286	-0.900	3.000		129	2727	168637	200983	422559	456576	38000	40000
tpcds__catalog_sales_cs_sold_time_sk__time_dim_t_time_sk__T16__tiera	WIN	783880	593041	-190839	-24.345	3.000		LOSS	661724	787065	125341	18.942	3.000		0	2202	783880	590899	1445242	1380106	168000	172000
tpcds__catalog_sales_cs_sold_time_sk__time_dim_t_time_sk__T96__tiera	WIN	897052	664082	-232970	-25.971	3.000		LOSS	863743	992252	128509	14.878	3.000		11	2645	897045	661520	1762912	1656396	57000	58000
tpcds__catalog_sales_cs_warehouse_sk__warehouse_w_warehouse_sk__T16__tiera	LOSS	255134	265396	10262	4.022	3.000		TIE	1028548	1040075	11527	1.121	3.000		11	2305	255120	263067	1283086	1303722	180000	189000
tpcds__catalog_sales_cs_warehouse_sk__warehouse_w_warehouse_sk__T96__tiera	LOSS	310043	322438	12395	3.998	3.000		TIE	1430036	1430076	40	0.003	3.000		194	3175	309864	319400	1737658	1751609	60000	61000
tpcds__customer_address_ca_county__store_s_county__T16__tiera	LOSS	1322	1634	312	23.601	5.932		LOSS	2389	2535	146	6.111	5.099		0	19	1322	1616	3723	4189	7000	13000
tpcds__customer_address_ca_county__store_s_county__T96__tiera	TIE	1578	1674	96	6.084	7.294		TIE	2638	2577	-61	-2.312	4.259		0	21	1578	1656	4213	4274	18000	18000
tpcds__customer_address_ca_county__store_s_county__filtered__T16__tiera	LOSS	1323	1787	464	35.072	9.368		LOSS	1855	2095	240	12.938	3.022		0	20	1323	1766	3196	3880	8000	14000
tpcds__customer_address_ca_county__store_s_county__filtered__T96__tiera	TIE	1503	1670	167	11.111	10.954		TIE	2085	2111	26	1.247	5.157		0	20	1503	1638	3605	3803	19000	19000
tpcds__customer_address_ca_state__store_s_state__T16__tiera	LOSS	1025	1489	464	45.268	8.538		LOSS	12347	16961	4614	37.369	8.787		0	21	1024	1467	13361	18443	9000	16000
tpcds__customer_address_ca_state__store_s_state__T96__tiera	TIE	1280	1360	80	6.250	9.181		TIE	16256	15424	-832	-5.118	9.506		0	22	1280	1340	17640	16740	20000	21000
tpcds__customer_address_ca_state__store_s_state__filtered__T16__tiera	LOSS	929	1233	304	32.723	7.243		LOSS	6696	9922	3226	48.178	5.786		0	23	929	1210	7623	11218	9000	16000
tpcds__customer_address_ca_state__store_s_state__filtered__T96__tiera	LOSS	1159	1352	193	16.652	12.407		LOSS	8411	10858	2447	29.093	8.054		0	23	1156	1331	9570	12156	19000	21000
tpcds__customer_address_ca_zip__store_s_zip__T16__tiera	WIN	6646	4003	-2643	-39.768	3.000		TIE	2519	2542	23	0.913	3.785		0	17	6646	3987	9170	6555	7000	13000
tpcds__customer_address_ca_zip__store_s_zip__T96__tiera	WIN	5444	4078	-1366	-25.092	3.000		TIE	2806	2665	-141	-5.025	6.514		0	17	5444	4062	8250	6807	17000	18000
tpcds__customer_address_ca_zip__store_s_zip__filtered__T16__tiera	WIN	6632	4853	-1779	-26.824	3.000		LOSS	2284	2478	194	8.494	7.458		0	17	6632	4821	8909	7324	9000	15000
tpcds__customer_address_ca_zip__store_s_zip__filtered__T96__tiera	WIN	5540	4880	-660	-11.913	4.494		TIE	2601	2604	3	0.115	3.834		0	18	5540	4861	8175	7509	19000	19000
tpcds__customer_c_current_addr_sk__customer_address_ca_address_sk__T16__tiera	WIN	7812	5339	-2473	-31.656	3.023		LOSS	26145	32319	6174	23.614	3.000		0	75	7812	5244	34088	37662	13000	20000
tpcds__customer_c_current_addr_sk__customer_address_ca_address_sk__T96__tiera	WIN	8236	5391	-2845	-34.543	3.209		LOSS	29862	32250	2388	7.997	3.000		0	93	8236	5298	38100	37569	24000	25000
tpcds__customer_c_current_cdemo_sk__customer_demographics_cd_demo_sk__T16__tiera	LOSS	6855	7502	647	9.438	7.796		LOSS	35778	45059	9281	25.941	3.000		0	73	6855	7430	42774	52275	17000	32000
tpcds__customer_c_current_cdemo_sk__customer_demographics_cd_demo_sk__T96__tiera	LOSS	7930	11033	3103	39.130	10.666		LOSS	44578	48764	4186	9.390	3.000		0	78	7930	10957	52668	59627	30000	29000
tpcds__customer_c_current_hdemo_sk__household_demographics_hd_demo_sk__T16__tiera	LOSS	6924	7503	579	8.362	3.000		LOSS	9868	10597	729	7.388	3.000		0	72	6924	7432	16850	18095	8000	16000
tpcds__customer_c_current_hdemo_sk__household_demographics_hd_demo_sk__T96__tiera	LOSS	7324	7786	462	6.308	3.000		TIE	10561	11116	555	5.255	5.255		0	77	7324	7709	17884	18916	19000	20000
tpcds__customer_c_customer_sk__catalog_returns_cr_returning_customer_sk__T16__tiera	LOSS	7544	17323	9779	129.626	19.790		LOSS	385215	420855	35640	9.252	3.000		0	117	7542	17215	392759	440607	95000	115000
tpcds__customer_c_customer_sk__catalog_returns_cr_returning_customer_sk__T96__tiera	LOSS	20866	65041	44175	211.708	5.020		TIE	466543	464642	-1901	-0.407	3.000		1	88	20866	64957	487818	530096	75000	62000
tpcds__customer_c_first_sales_date_sk__date_dim_d_date_sk__T16__tiera	TIE	5250	4931	-319	-6.076	14.448		LOSS	8690	10184	1494	17.192	3.989		0	63	5250	4874	13932	15115	10000	18000
tpcds__customer_c_first_sales_date_sk__date_dim_d_date_sk__T96__tiera	WIN	7790	6384	-1406	-18.049	11.247		TIE	11198	11327	129	1.152	4.621		0	131	7790	6231	19041	17566	25000	25000
tpcds__customer_c_first_sales_date_sk__date_dim_d_date_sk__filtered__T16__tiera	LOSS	2395	2956	561	23.424	3.000		LOSS	1589	1809	220	13.845	4.409		0	49	2395	2909	3990	4750	9000	16000
tpcds__customer_c_first_sales_date_sk__date_dim_d_date_sk__filtered__T96__tiera	LOSS	3882	4324	442	11.386	3.423		TIE	3090	3007	-83	-2.686	3.520		1	129	3881	4185	7009	7347	23000	24000
tpcds__customer_c_first_shipto_date_sk__date_dim_d_date_sk__T16__tiera	TIE	5677	5292	-385	-6.782	11.722		LOSS	8862	10820	1958	22.094	8.592		0	60	5677	5232	14378	15527	10000	17000
tpcds__customer_c_first_shipto_date_sk__date_dim_d_date_sk__T96__tiera	WIN	7650	5949	-1701	-22.235	12.503		WIN	11282	10818	-464	-4.113	3.893		0	136	7650	5824	18585	16689	24000	25000
tpcds__customer_c_first_shipto_date_sk__date_dim_d_date_sk__filtered__T16__tiera	LOSS	2365	2969	604	25.539	3.000		LOSS	1579	1777	198	12.540	4.176		0	49	2365	2920	3936	4799	9000	17000
tpcds__customer_c_first_shipto_date_sk__date_dim_d_date_sk__filtered__T96__tiera	LOSS	3851	4277	426	11.062	4.354		WIN	3159	2996	-163	-5.160	5.028		2	137	3849	4135	7010	7379	23000	24000
tpcds__household_demographics_hd_income_band_sk__income_band_ib_income_band_sk__T16__tiera	TIE	66	68	2	3.030	14.680		TIE	83	84	1	1.205	33.269		0	5	66	63	157	152	4000	10000
tpcds__household_demographics_hd_income_band_sk__income_band_ib_income_band_sk__T96__tiera	LOSS	68	87	19	27.941	13.917		LOSS	84	131	47	55.952	19.155		0	5	68	82	153	221	14000	14000
tpcds__inventory_inv_date_sk__date_dim_d_date_sk__T16__tiera	WIN	198698	188170	-10528	-5.298	4.668		TIE	385443	392722	7279	1.888	3.000		0	1148	198698	186968	584850	582206	91000	99000
tpcds__inventory_inv_date_sk__date_dim_d_date_sk__T96__tiera	TIE	240219	248656	8437	3.512	6.629		TIE	445373	450033	4660	1.046	4.355		54	1935	240142	244572	685159	695034	39000	41000
tpcds__inventory_inv_date_sk__date_dim_d_date_sk__filtered__T16__tiera	LOSS	74218	100854	26636	35.889	3.000		TIE	85337	86230	893	1.046	3.000		0	1033	74206	99812	159549	186959	43000	52000
tpcds__inventory_inv_date_sk__date_dim_d_date_sk__filtered__T96__tiera	LOSS	96426	118341	21915	22.727	3.143		TIE	108928	105683	-3245	-2.979	3.944		43	1326	96394	117057	204791	224113	30000	32000
tpcds__inventory_inv_item_sk__catalog_sales_cs_item_sk__T16__tiera	NO-VERDICT						harness voided: jbmt unit status OVER_BUDGET: arm baseline warmup 0 took 54.4s > unit-time-budget 30.0s; unit skipped before any timed run	NO-VERDICT						harness voided: jbmt unit status OVER_BUDGET: arm baseline warmup 0 took 54.4s > unit-time-budget 30.0s; unit skipped before any timed run	0	0	0	0	0	0		
tpcds__inventory_inv_item_sk__catalog_sales_cs_item_sk__T96__tiera	WIN	1777013	1198072	-578941	-32.579	3.000		TIE	570875227	567741443	-3133784	-0.549	3.000		448	6478	1776590	1191594	572629628	568944326	14082000	14010000
tpcds__inventory_inv_item_sk__item_i_item_sk__T16__tiera	WIN	394311	291748	-102563	-26.011	3.000		LOSS	602677	705221	102544	17.015	3.000		0	1355	394311	290461	997525	995881	132000	140000
tpcds__inventory_inv_item_sk__item_i_item_sk__T96__tiera	WIN	443900	374650	-69250	-15.600	3.000		WIN	1223971	1176996	-46975	-3.838	3.000		51	2164	443843	372422	1667871	1549657	54000	56000
