q	run	sec	build_rows	rf_created	prealloc	sel_rows
q104	r2	0.191	2663618	7	2155936	63949322
q104	r3	0.197	2663966	7	2155952	63949322
q104	r4	0.192	2663310	7	2156032	63949322
q104	r5	0.193	2664308	7	2156032	63949322
q104	r6	0.193	2663498	7	2156320	63949322
q105	r1	0.692	2451214	8	2119168	63949322
q105	r2	0.115	2451212	8	2350464	50895140
q105	r3	0.116	2451212	8	2350464	50895140
q105	r4	0.116	2451214	8	2350464	50895140
q105	r5	0.115	2451213	8	2350464	50895140
q105	r6	0.115	2451221	8	2350464	50895140
q106	r1	0.686	2986122	11	145680	66658354
q106	r2	0.225	2308625	9	2396672	66658354
q106	r3	0.108	2308625	9	2199488	53587788
q106	r4	0.111	2308626	9	2199488	53587788
q106	r5	0.109	2308629	9	2199488	53587788
q106	r6	0.109	2308629	9	2199488	53587788
q107	r1	0.689	1746515	7	2199488	66658354
q107	r2	0.184	1746515	7	1739568	66658354
q107	r3	0.186	1746515	7	1739568	66658354
q107	r4	0.187	1746515	7	1739568	66658354
q107	r5	0.184	1746515	7	1739568	66658354
q107	r6	0.183	1746515	7	1739568	66658354
q108	r1	0.701	4883939	9	0	66658354
q108	r2	0.128	4883939	9	4778384	53604172
q108	r3	0.127	4883939	9	4778384	53604172
q108	r4	0.126	4883939	9	4778384	53604172
q108	r5	0.126	4883939	9	4778384	53604172
q108	r6	0.125	4883939	9	4778384	53604172
q109	r1	0.254	5111710	5	134160	9744739
q109	r2	0.042	2589809	5	5056608	9744739
q109	r3	0.036	2589809	5	2528304	9744739
q109	r4	0.039	2589809	5	2528304	9744739
q109	r5	0.037	2589809	5	2528304	9744739
q109	r6	0.037	2589809	5	2528304	9744739
q110	r1	0.103	2589809	5	2528304	9744739
q110	r2	0.04	2589809	5	2528304	9744739
q110	r3	0.039	2589809	5	2528304	9744739
q110	r4	0.04	2589809	5	2528304	9744739
q110	r5	0.041	2589809	5	2528304	9744739
q110	r6	0.045	2589809	5	2528304	9744739
q111	r1	0.156	703095	15	234992	13535201
q111	r2	0.193	4461810	11	694912	13535201
q111	r3	0.069	703095	12	929904	13535201
q111	r4	0.177	4461810	11	1266608	13535201
q111	r5	0.066	703095	12	929904	13535201
q111	r6	0.177	4461810	11	1266608	13535201
q112	r1	0.146	700012	12	929904	13535201
q112	r2	0.146	3361339	11	694912	13535201
q112	r3	0.061	700012	12	929904	13535201
q112	r4	0.143	3361339	11	694912	13535201
q112	r5	0.06	700012	12	929904	13535201
q112	r6	0.145	3361339	11	694912	13535201
q113	r1	0.166	714500	15	929904	13535201
q113	r2	0.239	7295469	14	694912	13535201
q113	r3	0.108	3182537	15	3458208	13535201
q113	r4	0.225	7295469	14	3892416	13535201
q113	r5	0.101	3235220	15	3458208	13535201
q113	r6	0.212	7246138	14	3892416	13535201
