q	run	sec	build_rows	rf_created	prealloc	sel_rows
q94	r3	0.006	0	0	0	0
q94	r4	0.006	0	0	0	0
q94	r5	0.006	0	0	0	0
q94	r6	0.006	0	0	0	0
q95	r1	0.006	0	0	0	0
q95	r2	0.006	0	0	0	0
q95	r3	0.006	0	0	0	0
q95	r4	0.006	0	0	0	0
q95	r5	0.006	0	0	0	0
q95	r6	0.006	0	0	0	0
q96	r1	0.006	0	0	0	0
q96	r2	0.006	0	0	0	0
q96	r3	0.006	0	0	0	0
q96	r4	0.006	0	0	0	0
q96	r5	0.006	0	0	0	0
q96	r6	0.006	0	0	0	0
q97	r1	0.647	930219	13	0	26381624
q97	r2	0.185	930219	13	852816	26381624
q97	r3	0.181	930219	13	852816	26381624
q97	r4	0.18	930219	13	852816	26381624
q97	r5	0.182	930219	13	852816	26381624
q97	r6	0.18	930219	13	852816	26381624
q98	r1	0.606	359999	13	188708	26381624
q98	r2	0.162	359999	13	352874	26381624
q98	r3	0.162	359999	13	352874	26381624
q98	r4	0.162	359999	13	352874	26381624
q98	r5	0.168	359999	13	352874	26381624
q98	r6	0.162	359999	13	352874	26381624
q99	r1	0.639	944622	13	816192	26381624
q99	r2	0.184	944622	13	855584	26381624
q99	r3	0.185	944622	13	855584	26381624
q99	r4	0.183	944622	13	855584	26381624
q99	r5	0.183	944622	13	855584	26381624
q99	r6	0.182	944622	13	855584	26381624
q100	r1	0.734	718918	18	588208	72418771
q100	r2	0.225	718918	18	291296	72418771
q100	r3	0.224	718918	18	291296	72418771
q100	r4	0.242	718918	18	291296	72418771
q100	r5	0.224	718918	18	291296	72418771
q100	r6	0.223	718918	18	291296	72418771
q101	r1	0.718	232540	18	203328	72418771
q101	r2	0.222	232540	18	290608	72418771
q101	r3	0.206	232540	18	290608	72418771
q101	r4	0.207	232540	18	290608	72418771
q101	r5	0.207	232540	18	290608	72418771
q101	r6	0.206	232540	18	290608	72418771
q102	r1	0.779	4902670	19	291296	72418771
q102	r2	0.26	4902670	19	4474843	72418771
q102	r3	0.298	4902670	19	4474843	72418771
q102	r4	0.279	4902670	19	4474843	72418771
q102	r5	0.257	4902670	19	4474843	72418771
