q	run	sec	build_rows	rf_created	prealloc	sel_rows
q86	r4	0.226	146626	12	0	69319900
q86	r5	0.203	146617	12	0	69319900
q86	r6	0.199	146627	12	0	69319900
q87	r1	0.678	59749	12	0	69319900
q87	r2	0.194	59749	12	0	69319900
q87	r3	0.199	59751	12	0	69319900
q87	r4	0.195	59751	12	0	69319900
q87	r5	0.195	59751	12	0	69319900
q87	r6	0.196	59751	12	0	69319900
q88	r1	0.642	4313411	7	0	63814228
q88	r2	0.17	4313411	7	0	63814228
q88	r3	0.167	4313411	7	0	63814228
q88	r4	0.167	4313411	7	0	63814228
q88	r5	0.168	4313411	7	0	63814228
q88	r6	0.164	4313411	7	0	63814228
q89	r1	0.633	2261288	6	0	63814228
q89	r2	0.164	2261288	6	0	63814228
q89	r3	0.165	2261288	6	0	63814228
q89	r4	0.161	2261288	6	0	63814228
q89	r5	0.16	2261288	6	0	63814228
q89	r6	0.159	2261288	6	0	63814228
q90	r1	0.654	4532445	7	0	63814228
q90	r2	0.194	4532445	7	0	63814228
q90	r3	0.191	4532445	7	0	63814228
q90	r4	0.187	4532445	7	0	63814228
q90	r5	0.186	4532445	7	0	63814228
q90	r6	0.188	4532445	7	0	63814228
q91	r1	0.364	4488877	11	0	52253835
q91	r2	0.14	4488877	11	0	52253835
q91	r3	0.134	4488877	11	0	52253835
q91	r4	0.135	4488877	11	0	52253835
q91	r5	0.134	4488877	11	0	52253835
q91	r6	0.134	4488877	11	0	52253835
q92	r1	0.308	4366004	11	0	52253835
q92	r2	0.123	4366004	11	0	52253835
q92	r3	0.119	4366004	11	0	52253835
q92	r4	0.12	4366004	11	0	52253835
q92	r5	0.117	4366004	11	0	52253835
q92	r6	0.119	4366004	11	0	52253835
q93	r1	0.362	5172384	11	0	52253835
q93	r2	0.157	5172384	11	0	52253835
q93	r3	0.152	5172384	11	0	52253835
q93	r4	0.148	5172384	11	0	52253835
q93	r5	0.149	5172384	11	0	52253835
q93	r6	0.151	5172384	11	0	52253835
q94	r1	0.006	0	0	0	0
q94	r2	0.006	0	0	0	0
q94	r3	0.005	0	0	0	0
q94	r4	0.005	0	0	0	0
q94	r5	0.006	0	0	0	0
q94	r6	0.006	0	0	0	0
q95	r1	0.006	0	0	0	0
q95	r2	0.005	0	0	0	0
q95	r3	0.005	0	0	0	0
q95	r4	0.005	0	0	0	0
q95	r5	0.005	0	0	0	0
q95	r6	0.005	0	0	0	0
q96	r1	0.005	0	0	0	0
q96	r2	0.005	0	0	0	0
q96	r3	0.005	0	0	0	0
q96	r4	0.005	0	0	0	0
q96	r5	0.005	0	0	0	0
q96	r6	0.005	0	0	0	0
q97	r1	0.645	930219	13	0	26381624
q97	r2	0.185	930219	13	0	26381624
q97	r3	0.187	930219	13	0	26381624
q97	r4	0.179	930219	13	0	26381624
q97	r5	0.18	930219	13	0	26381624
q97	r6	0.178	930219	13	0	26381624
q98	r1	0.611	359999	13	0	26381624
q98	r2	0.163	359999	13	0	26381624
q98	r3	0.162	359999	13	0	26381624
q98	r4	0.164	359999	13	0	26381624
q98	r5	0.168	359999	13	0	26381624
q98	r6	0.164	359999	13	0	26381624
q99	r1	0.647	944622	13	0	26381624
q99	r2	0.184	944622	13	0	26381624
q99	r3	0.183	944622	13	0	26381624
q99	r4	0.183	944622	13	0	26381624
q99	r5	0.183	944622	13	0	26381624
q99	r6	0.182	944622	13	0	26381624
q100	r1	0.747	718918	18	0	72418771
q100	r2	0.225	718918	18	0	72418771
q100	r3	0.225	718918	18	0	72418771
q100	r4	0.24	718918	18	0	72418771
q100	r5	0.223	718918	18	0	72418771
q100	r6	0.225	718918	18	0	72418771
q101	r1	0.722	232540	18	0	72418771
q101	r2	0.212	232540	18	0	72418771
q101	r3	0.209	232540	18	0	72418771
q101	r4	0.211	232540	18	0	72418771
q101	r5	0.207	232540	18	0	72418771
q101	r6	0.207	232540	18	0	72418771
q102	r1	0.775	4902670	19	0	72418771
q102	r2	0.257	4902670	19	0	72418771
q102	r3	0.254	4902670	19	0	72418771
q102	r4	0.274	4902670	19	0	72418771
q102	r5	0.252	4902670	19	0	72418771
q102	r6	0.253	4902670	19	0	72418771
q103	r1	0.679	2289893	10	0	63949322
q103	r2	0.193	2289893	10	0	63949322
q103	r3	0.196	2289893	10	0	63949322
q103	r4	0.194	2289893	10	0	63949322
q103	r5	0.191	2289893	10	0	63949322
q103	r6	0.193	2289893	10	0	63949322
q104	r1	0.682	2289547	10	0	63949322
q104	r2	0.203	2289547	10	0	63949322
q104	r3	0.198	2289547	10	0	63949322
q104	r4	0.195	2289547	10	0	63949322
q104	r5	0.191	2289547	10	0	63949322
q104	r6	0.191	2289547	10	0	63949322
q105	r1	0.696	4557990	11	0	63949322
q105	r2	0.21	4557990	11	0	63949322
q105	r3	0.205	4557990	11	0	63949322
q105	r4	0.202	4557990	11	0	63949322
q105	r5	0.204	4557990	11	0	63949322
q105	r6	0.205	4557990	11	0	63949322
q106	r1	0.683	2986122	11	0	66658354
q106	r2	0.199	2986122	11	0	66658354
q106	r3	0.194	2986122	11	0	66658354
q106	r4	0.193	2986122	11	0	66658354
q106	r5	0.193	2986122	11	0	66658354
q106	r6	0.195	2986122	11	0	66658354
q107	r1	0.689	1739829	9	0	66658354
q107	r2	0.186	1739829	9	0	66658354
q107	r3	0.187	1739829	9	0	66658354
q107	r4	0.185	1739829	9	0	66658354
q107	r5	0.188	1739829	9	0	66658354
q107	r6	0.185	1739829	9	0	66658354
q108	r1	0.696	5415403	11	0	66658354
q108	r2	0.213	5415403	11	0	66658354
q108	r3	0.204	5415403	11	0	66658354
q108	r4	0.204	5415403	11	0	66658354
q108	r5	0.198	5415403	11	0	66658354
q108	r6	0.199	5415403	11	0	66658354
q109	r1	0.117	5111710	5	0	9744739
