92	0.310	0.122	0.117	0.121	0.118	0.117
93	0.347	0.147	0.148	0.143	0.146	0.150
94	0.006	0.006	0.006	0.006	0.006	0.006
95	0.006	0.006	0.006	0.006	0.006	0.006
96	0.006	0.006	0.006	0.006	0.006	0.006
97	0.642	0.180	0.177	0.176	0.178	0.175
98	0.602	0.158	0.158	0.158	0.164	0.158
99	0.635	0.179	0.180	0.179	0.178	0.178
100	0.727	0.219	0.218	0.236	0.219	0.218
101	0.712	0.217	0.200	0.201	0.202	0.200
102	0.772	0.254	0.292	0.273	0.251	0.249
103	0.675	0.189	0.190	0.190	0.189	0.190
104	0.671	0.193	0.188	0.194	0.191	0.190
105	0.685	0.205	0.200	0.203	0.199	0.200
106	0.681	0.191	0.190	0.195	0.191	0.191
107	0.679	0.187	0.184	0.186	0.184	0.184
108	0.692	0.204	0.202	0.204	0.202	0.199
109	0.108	0.050	0.048	0.049	0.045	0.049
110	0.111	0.051	0.048	0.047	0.049	0.049
111	0.143	0.065	0.067	0.066	0.066	0.066
112	0.131	0.061	0.062	0.061	0.060	0.060
113	0.157	0.072	0.071	0.072	0.073	0.073
